Name,Address,Phone,Speciality,Price_rate,Website,Total_Reviews,Reviews
Greencastle,858 Shore Road Unit 3 Newtownabbey BT36 7DQ,028 9086 1820,Takeaway & Fast Food,no_pricerate,no_website,2 reviews,"Their curry is one of the best I have tried, and their gravy is excellent too. My favourite is the 1a meal with a double egg on top, mmm tasty :) House special curry with fried rice is another favourite :) ||| I've tried a lot of Chinese takeways in the area, and when it comes to the quality of the food, I'd recommend Greencastle. It seems Chinese restaraunts have trouble producing nice chips, but Greencastle have them nailed. The portions aren't the biggest, so personally, If I'm starving i'll phone somewhere else. However, nice food. Fairly speedly delivery apart from the expected delay on weekends. Thumbs-up."
The Khayber,373-375 Antrim Road Newtownabbey BT36 5EB,028 9084 9414,Indian Pakistani,££,thekhayber.com,7 reviews,"Despite the fact that my palette isn't designed to handle any kind of spice, I actually love Indian food. I'm the kind of heathen that orders a korma though, so I'm by no means an expert! ||| I've eaten in the Khayber twice - both times were takeaways, so I can't comment on the waiter service in the restaurant. Although I would agree that the lighting is a bit of an issue. It's so dark in there that I wouldn't fancy sitting in it for ages...might get a bit depressing... ||| As for the food, I loved it. It was all really well cooked and properly tasty, so with that in mind, I wouldn't have any reservations about ordering from it again in the future. ||| We had a 3 course lunch here yesterday for £8.95-starter, main with rice and coffee. Great selection of starters and main courses. The portions were smaller than the a la carte, but for a quick lunch they were perfect. I had 2 pieces of succulent lamb tikka and side salad which was delicious. For main I had chicken tikka jalfrezi and asked for it to be very spicy. This was served with pilau rice. It was spicy and very tasty, rich and creamy-Not what a jalfrezi should have been but very nice none the less. The other diners had a dopiazza and Rogan josh which again were creamy and not how they should have been, but we finished them and did enjoy them. We had proper coffee with cream to finish. I would like to see the dishes be more authentic in the future. ||| Not a fan. I've heard some superb reviews about how out of this world The Khyber is. I was sorely disappointed. Not once, but twice did they get our order wrong. It wasn't like it was that difficult, there was only two of us, we both ordered the same thing, and they didn't get either right...How does that even work?  I thought, OK, maybe they're having a bad day. So after a while I decided that everyone deserves a second chance, the next time we decided to order take away, they got that wrong too. The food was ... ok.... by no mean standards. The naan bread was dry (big disappointment) and the korma wasn't quite how I would expect. I'm a huge Indian fan so I was gutted when all this happened. i would love more excellent Indian restaurants around the area.  ||| I wanted to give the place a chance but now I'll stick to The Kinara thanks very much. ||| Mrs M and I decided to have a change from our usual Indian (of the Ocean variety) restaurant last time we were out, before heading off to the cinema, and thought we'd give the long established Khyber a try.  ||| Chances are we're biased, due to our love of a very close rival, but neither of us were particularly impressed. Especially myself, given that I didn't get to see much of the film afterwards, as I was otherwise occupied with some 'psychedellic yodelling' (as the awful Viz Profanisaurus puts it) in the gents' loo for a while.  ||| The interior looks a bit dusty, dark and dated. No faulting the service or the menu, but if you end up barfing a few hours after you eat somewhere, what are the odds of you ever going back? ||| The Khyber is one of my earliest memories of eating Indian food. It's been around for a very long time and for the longest time, I'd never heard of another sit in Indian restaurant and we went there a lot (times have changed!). Their menu is full of the usual Indian dishes that us Westerners would have heard of. I always got their madras, one down from their devastating Vindaloo and it was always amazing, especially the vegetarian version. It can get a little costly once you take into account the prices for all the sides, but that appears to be the trend with all Indian restaurants. One problem I have with this place is their fascination with the 50watt light bulb. If it was a little brighter it would be five stars. ||| The Khyber Restaurant is where I first fell in love with Indian food, and the first place I had ever been to that made a Vindaloo so hot, it made me see stars. They know what they are doing when it comes to Indian cuisine, and are aware of how to cater for a western palate as well. The menu has all the favourites with a few lesser known dishes for the more adventurous among us. ||| Although The Khyber does a take away service, its sit-in restaurant is where it really shines through. The waiters are knowledgeable about their dishes and can recommend something to suit anyone. It is maybe a little too dark for some people in the restaurant, but this I feel adds to the flavour of the place. Try the garlic nan, which is out of this world. I am honestly getting hungry just writing about this place! ||| The hubby and I were sitting in on Saturday, thinking about what to have for dinner, but it was such a lovely evening that we decided to head out for a meal locally - and due to my Yelping enthusiasm these days, of course we had to try somewhere new. We always usually head to the Indian Ocean when we fancy that cuisine, but we decided to go here instead as we'd never been before. It looks like absolutely nothing special from the outside, and the décor inside is a little dated in my personal opinion, quite dark and heavy - but very Indian and traditional at the same time. The staff weren't up to scratch in my opinion - what I mean by that is they did all they were supposed to but they never looked you in the eye and no smiles or even a welcome, it was all very dull, like they didn't want to be there...if they don't look happy to be there, why should the customers? Also when I asked for a glass of Pinot Grigio, the waiter then instantly deferred to my husband, as though I hadn't spoken, and told him there was no Pinot Grigo and what the other options were - as if he expected hubby to choose for me! I was not impressed with that. What I was impressed with however, was the food - it was absolultely gorgeous and hot and the chicken (Bhuna) that I had was tender and there was a good amount of meat in the sauce. Their peshwari naan was lovely too and the portios were all good. The bill came to around £45 which was good considering we both had starters and two drinks each. The food will bring me back for a takeaway, but the service was not pleasant."
Thunderdome Cafe,2 Farrier Ct Antrim Rd Newtownabbey BT36 7XB,028 9034 2266,American (Traditional),££,no_website,10 reviews,"Back again to the home-land and have been here already this week, yum!!  ||| Food was top class as was service.  Try it - you won't be disappointed!! ||| This place was our 2nd date, it used to be our favourite place to eat.  The last time we came home (2 yrs ago, 2010), we ate there and left hugely disappointed and disgusted at how bad it had gotten in there.   ||| We've been home 3.5 weeks, and we've already in there about 4 or 5 times (though we're slightly devastated that the car has gone!)  It's a great place, food is delicious, portions are great, service is great and the atmosphere is great too.  ||| We've also been during football games, £2.80 a pint until the first goal goes in, so, when certain teams are playing, you could have a cheap enough night out ;) ||| Love it here :) ||| Dined in the newly named Trinity resturaunt. The place itself was nice  but nothing outstanding. We had to wait quite a while for our food, even though there where only another two people dining. Fairly decent selection on the menu but quite expensive. Myself and my daughter had the chicken curry which was lovely and a good sized portion. My little one was given a child's menu with pictures of fruit shoot on it but we where told that the price did not include the drink. The kids menu was basic.  Overall I found it hard to get my head around the attempt at a fine dining experience in what was once known as an American diner. Not a bad experience but nothing to make me want to return. ||| Nothing special here. Usual beer you find anywhere, got a few pool tables though which is good. Prices are average and so is the building / decor.  ||| Was here for a friends birthday party and they provided  a buffet service, the food was pretty good! Especially the chicken which is always a win! Overall all verdict........ not bad ||| I visited Trinity (Thunderdome) back when it had just opened (didn't have Tripadvisor then!!!). I had the chicken stack with garlic potatoes and really loved it. The service was great, the portion size generous, the taste was amazing. It was well priced also. It's worth hunting out!! ||| Amazing food as always, staff are always kind and putting the customer 1st for every need, a lot of places fail to do that, but even with the restaurant being in the new Trinity building it's lovely with a touch of homeliness, love this place so much I've been twice in one week. 10 out of 10 for everything. ||| I hate being too negative, so I'll start with the things I like about the Thunderdome. ||| It's near my house. Always a bonus! ||| The staff are all lovely and so the service is usually faultless. ||| It's very family friendly. There's lots to look at, so it's a good place to take the kids. It's also pretty big, so there's room for them to run around if needs be! ||| Now the things I don't so much like about the Thunderdome. ||| The food is never fresh. It always tastes microwaved, an if you've read any of my other reviews, I HATE this in a restaurant. ||| It's very expensive for what you get, in my opinion. Now, they do an early bird special. If you order before 6, your main is £6, which is pretty cheap. If you don't get it at that price, expect to pay a tenner for a burger and chips. ||| I've never been to one of the shows they have in the Thunderdome. In all honesty it's not my thing, so I can't imagine myself going anytime soon either. ||| All in all, the Thunderdome does its job. Being in the middle of Glengormley, it's never going to be a fantastic, modern, haute cuisine restaurant, but the food could be better, especially for the price people are asked to pay. ||| The Thunderdome.  Oh dear, oh dear.  Like Judith, the previous reviewer of this place, I don't like to be negative about a business.  People have put love into it, maybe the staff feel strongly about it.  But... ||| The building itself is an eyesore.  The interior isn't much better.  Primarily designed for families - lots of stuff for hyperactive children to gawp at - when me and my clan were in, they had the Cartoon Network on TV!!  I felt uncomfortable and was in a bit of a hurry to leave, to be honest. ||| Waiter:  What's your order, Sir? ||| Me: I'll have the rump steak medium rare, please. ||| Waiter: Sorry Sir, but we cook all of our steaks well-done... ||| Me: What?!  Balls to this, I'm out of here. ||| I didn't really say that last sentence, but the rest of the conversation really did take place.  I'm too polite.  I ate my strip of leather and said thank you when I left. ||| I'm certainly not going back though. ||| Tunderdome cafe is like the Springsteen's of Botanic in my opinion. It seems to have put a lot of effort into its surroundings and not much thought into it's menu. I suppose I might think this because this place isn't catered towards me. It's mostly for families to take their kids and distract them with bright colours and loud noises just long enough for the parents to have a non interrupted meal. The food is very much like American style diner food, just burgers, fries etc. These items aren't too bad. I wouldn't come here and spend that little extra getting the steak because you know if there's an average burger, then it's better/cheaper than an average steak. Great for families and their kids, but that's it. ||| Thunderdome Cafe is the kind of place that you want to take children. It's loud, colourful and could easily keep any hyper active 6 year old busy for 45 minutes. My parent's used it most years for my sister's birthday party between the ages of 7 - 11, and the restaurant certainly catered well for them. It does a basic restaurant menu and the food is ok, though nothing you would write home about. |||  It seems that the decor of the place is where most effort has been put. If you have ever been to a Hard Rock cafe or a Planet Hollywood then you pretty much know exactly how the inside of the Thunderdome will look like. From the motorbike in the front window, to the 'collectables' that litter the walls, the place is overflowing with weird and sometimes interesting bric-a-brac.  ||| It's not somewhere you would want to take the love of your life, but if you have a few kids then maybe it could be the place for you. ||| I've heard and met lots of people who don't like it in here at all. Now, it's definitely not for a romantic night out, or even a chilled out night out - we went before going onwards to a concert elsewhere in the city, and we went because it was local, handy and reasonably priced. The food is straightforward, nothing to write home about - I had chicken Maryland and chips followed by pavlova. It wasn't horrible, just kind of mediocre - but I was happy enough to pay for it. The main took quite a while to arrive also, but when it did it was satisfying. It's kind of making an attempt at the 'Hard Rock Cafe' vibe, and doesn't quite pull it off, because let's face it, it's in Glengormley and it isn't trying hard enough. It's okay if you want to bring the kids for a quick Saturday afternoon feed. Steer clear if you like quality dining."
Maloney's Bar & Restaurant,401 Ballyclare Road Newtownabbey BT36 4TH,028 9083 2438,British Bars,no_pricerate,no_website,1 review,"We went along here on recommendation. It was my dad's treat as someone he worked with had told him it was good! ||| It's situated in Glengormley which isn't that far from us so didn't take too long to get there. When we arrived my first impressions were that it was a converted outhouse, however we were warmly greeted and shown to our table. ||| There was only the 4 of us, plus one other table of two there when we visited so service was really quick. ||| I had a look at the menu, and there was only one thing I really fancied, which they told me they didn't have any left of when it came to taking our order. Cue a slight panic from me as I hadn't seen anything else. ||| Thankfully, the lady serving us, offered to make something up which wasn't on the menu, which I really appreciated. ||| All in all the experience was good here. They also do private room hire for functions and have the occasional family fun day too."
Lucky House,Unit 2 Ferbro Buildings 335 Antrim Road Newtownabbey BT36 5DZ,028 9084 3786,Takeaway & Fast Food,no_pricerate,no_website,1 review,"I got chicken curry and chips from here. Very good takeaway. Quick service, very good price a just over £5 and enough food for two"
New Mossley Chippy,2 Ballyearl Drive New Mossley BT36 5XJ,028 9084 9465,Fish & Chips Takeaway & Fast Food,no_pricerate,no_website,2 reviews,"As with the other reviewer, I had been seeing this establishment advertised all over the place, but I barely took it under my notice due to the name, not very memorable! ||| I was running late on my way home after having to follow a diversion when I noticed another sign, and was feeling reasonably ravenous, so decided to go for it. ||| The Chippie is new, clean and modern looking inside, and the counter is low so you can completely see all of the food preparation areas. ||| They have the usual selection of foods, your burgers, chips, hot dogs, pasties, meal deals, kids and pensioner deals, etc. ||| I just happened to be passing through, and got a pastie bap and a coke to eat when I got home. ||| Even though it was cold by the time I finally arrived home, it was still delicious - plus the baps were really fresh, some places don't bother with this. Nice one! ||| I was unsure what to expect from this chip shop, but seeing that it's advertised in so many roundabouts in Glengormley I really had to give it a go. I was not disappointed. The shop is really clean and well put together. The food gets to you quick and fresh, I noticed that they only started to fry the chips after I placed my order, so they were not sitting about going stale, and therefore they taste incredible.  ||| The best part of my experience at the chippie was their 'big foot' hot dog, a foot long pork sausage (not a frankfurter) with relish, onions and ketchup for £2.70.  I was amazed that I managed to finish it, but as it was so nice, it was really hard to stop eating. I would ask anyone that ever goes here to try it. It is really that great."
Tom's Bar and Fluid Lounge,350 Antrim Road Unit 4 Glengormley BT36 5EQ,028 9083 6077,British Pubs,££,no_website,2 reviews,"i`ve only been in this little bar a few times and each time i've been really quite impressed with it. the staff are very friendly and are quite happy to have a bit of a chat with me on the quieter times i've been in. very nice little bar to call into for a guinness or five. I have eaten in the lounge bar (which is nicely seperate from the public bar) once, and the food was very nice, i had the ribeye which was delicious and the missus had scampi which she also enjoyed, the service was very good and it wasnt exactly dear with 3 courses for about a tenner. so its a lovely little spot that ill be returning to soon!! ||| Tom's Bar and Fluid are nothing special, as you would have guessed.. but I quite like the vibe in both premises.  ||| There is a sense of community, the staff are very friendly and if you go often enough, you will notice the regulars coming in and out and in Tom's, they actually have paintings up of all their regulars.  ||| Prices are reasonable.. although if they were a little less, it may help to bring in more people.  ||| Overall, it's alright if you want a drink in your local area and not wanting to travel far. Also okay if you are only wanting a couple of drinks or an hour or two.. but not the whole night."
Knags Bar And Grill,373 Antrim Road Glengormley BT36 5EB,028 9084 2266,Bars British,no_pricerate,knagsgrillbar.co.uk,4 reviews,"Knags continues to do well and on my visit today was busy. I met a friend for lunch. We were served complimentary water in customised porcelain/rubber stopped bottle and glasses with the Knags logo. He had lunch-I an Americano coffee. The coffee was fab,had it with cream.  ||| My mate had chicken tikka pita pocket with salad and sweet potato fries. The fries and salad were lovely, as was the garlic sauce over the chicken however the chicken was not chicken tikka, more like fried spiced chicken! ||| The place was spotless, great staff and reasonable price with a super menu selection. ||| I am so so disappointed  I was looking forward to trying this place as I'd heard so much buzz about it.  ||| The food itself was delicious, service was glacial though - clearly not enough staff to handle the lunchtime rush and with a small child in tow, keeping him entertained for that length of time just wasn't easy.  ||| Got the worst food poisoning of my life the following morning. It couldn't have come from anywhere else. As expected, the manager vehemently denied it was his chicken, or the bacon in the veggies. But I won't be back. ||| Tried this little place for breakfast/brunch this morning, very nice and reasonable prices. The service was very also friendly. ||| I had the french toast with sausage (bacon also an option), my mum had pancakes and my dad had their 3 egg omelette. They both were very happy with their food.  ||| It's a picky point but for me they lose a star because they don't have any maple syrup to go with the french toast or pancakes!! ||| I dined hear with my family to celebrate my brothers birthday, in all there were 8 of us which included 2 children. ||| Overall the service was lovely with one waitress in particular providing exemplary service, however some things could have been improved and hence the star is lost. We ordered the children's main meals to come with our starters and unfortunately they didn't arrive until we had finished, no big deal you might think but when 2 kids are looking at you longingly whilst you are eating it can be off putting   ||| All the adults ordered a starter, I had the chicken Caesar salad which was packed with chunks of chicken and bacon, and really quite a big portion. ||| My main was the peppered chicken stack which whilst was nice wasn't really a 'stack' to speak of but simply just a chicken breast with tobacco onions on top I had dined here before and had this main and I have to say it was a lot bigger. ||| Saying that however I was stuffed to the brim and couldn't even fit in any desserts which some of the party managed. ||| Knags is a lovely restaurant and even though it was very busy we managed to get a booking for 8 people at short notice which was great, and even though some things about the service were not ideal the one waitress who mainly served our table was second to none and managed to save the day. ||| A great place to try wholesome food and one my family enjoys going back to."
Hot Igloo,Unit 2 1 Ballyclare Road Glengormley BT36 5HX,028 9083 3844,Pizza Italian Coffee & Tea Shops,no_pricerate,no_website,1 review,"I had an amazing pepperoni pizza for lunch two weeks ago. It was a 9 inch with two toppings (I had pepperoni and bacon). Cooked to order in front of me by the talented pizza chef in the iconic ""hot igloo"" or Irelands largest wood fired pizza oven. Staff very good and for £7.95 great vfm!!! Will try the other Italian dishes soon!!!"
Captain's Table,11 Carnmoney Road Newtownabbey BT36 6HL,028 9083 2265,Takeaway & Fast Food,£,no_website,5 reviews,"This place does a great family takeaway meal. For only £10.00 it includes  ||| 4 sausages  ||| 2 pasties ||| Chicken strips  ||| 2 large chips ||| 1 gravy  ||| 1 curry sauce ||| Good for the price and plenty to eat.  ||| Have had to ask a few times that everything is cooked a little longer as sometimes it can look a little pasty lol.  ||| You can sit in too. Good sized portions and lots to choose from ||| The Captain's Table is a pretty much faultless fish'n'chip place on the Carnmoney Road of Glengormley.  One can sit in, in the nice atmosphere of the café bit, or take away.  I've done the latter many times when the place has been rammed, and the staff are always super-organised and speedy. ||| I seems to me that everybody has very strong (often misguided) feelings about their favourite chippy.  But I'd challenge anybody to point me towards a local place that's better than here.  Unlike the previous reviewers, I've been fortunate enough to never catch the staff in a bad mood - quite the opposite, in fact.  They've been friendly to me and and my family when we've sat in or taken away. ||| The fish is superb.  They seem to understand  that big, whopping whacks of cod can be overcooked and horrible, and they always do it perfectly.  Their pasties (a chippy should be closely scrutinised by the quality of said products) seem to be made in-house and are really tasty. ||| Nothing healthy on offer but hey, what do you want from a chippy?  Well worth a try, in my humble opinion. ||| This place is somewhat of an institution around the area and you can often find lots of the locals enjoying a fish supper on a Friday night. It is an incredibly relaxed place, being a mix between both a take away and a sit-in cafe, and very good value for money, and good portion sizes ensure that you never go away disappointed. |||  The service is fast and efficient, although sometimes the staff can be a little moody. They do almost anything you could think of that you would want from a takeaway, including a fairly decent selection of pizzas. The chips are probably not the best you can get in the area but they certainly are probably some of the cheapest. |||  Unfortunately the Captain's Table does not do deliveries, but it is certainly worth a trip to try it out. Try their gravy too, it's pretty great. ||| I've eaten in at the Captains Table a number of times as one of my friends used to live nearby, and we would usually go here for a cheap sit in meal to give us something to do of an evening. ||| They do take out, and have a spacious enough area for sitting in, and it's always pretty packed, which I guess compliments its popularity. Despite this though, we never had any problems getting served, and I always found the staff to be reasonably friendly. Not exactly jumping for joy, but who is while they are at work! ||| They do all the usual food you would expect from a chip shop, chips, fish, burgers and suchlike (fish supper was my favourite, and as the others have mentioned, it's not the best chippy in the world, but it's still good, and cheap, which was good for me at the time, being a skint student! ||| The Captain's Table has been around under one banner (or flag?) or the other for as long as I can remember. Literally as long as I can remember. We used to go here every Friday when I was younger, but I don't really go anymore. ||| In fairness, it's not because the place isn't good, it is. It's just that there's a much better chippy across the road (The Thornton), and these things are all relative. ||| The food is good, but a little too greasy for me. Plus, I always slip on the floor - not a good look. Colm H is also right when he calls the staff out for being moody at times. Compared to their rival across the road, this place seems tired. ||| It is a sit-down restaurant as well though, so if you don't actually want your house smelling of fish supper, you can always sit in. The price is reasonable and you won't have any complaints. They also started doing home delivery about a year ago, which is pretty spiffy, given that they are the only fish and chip shop in Glengormley that offer that to the best of my knowledge."
Hamads Takeaway,8 Portland Avenue Newtownabbey BT36 5EY,028 9084 2900,Restaurants,no_pricerate,no_website,1 review,"Very late night munchies struck me,so I went down to Hamads. I ordered a chicken tikka on chips with separate side salad, chilli sauce and garlic sauce. It was prepared in good time and all fresh!! Great value for £5.80 and all looked and smelt well fresh. So off home to plate up and enjoy whilst watching my recorded programmes!!"
Corriander Restaurant & Corr's Bar,Corrs Corner Hotel 315 Ballyclare Road Newtownabbey BT36 4TQ,028 9084 9221,British Bars,no_pricerate,corrscorner.com,3 reviews,"Visited here for the 1st time and avoided a starter as I wanted the banoffee pie for dessert . ||| Well let's just say I didn't even get as far as the dessert! I ordered the cajun salmon which came on a bed of salad and a side of garlic potatoes. The portion of salmon was above average and the meal was beautiful. Will defo be back again and will hopefully have room for dessert this time. ||| Would definitely recommend for value for money. Very impressed. ||| It's unfortunate I have to leave this 2 stars because the food was really good. We stayed at the hotel and ate lunch one day at the restaurant. The food was fabulous but the service was so confusing and all the wait staff just seemed overwhelmed and frazzled. After lunch they brought us the bill but never came back to get it so we just went to the hostess station ourselves- so weird. I attempted to get a bakery snack once and then attempted to order food a different time and could not believe the service. Multiple people just ignored me and when I approached them, they referred me to other people. This is absolutely ridiculous so I just went without eating. It's really too bad because the food was so good. ||| Corrs Corner is one of those places that's just always been there. I used to go all the time with my family when I was younger, and even these days, we'll go every now and then. ||| It's undergone a lot of refurbishment over the years, so now it's a pretty modern place, with a grill room/bar, a formal restaurant and a hotel with full conference facilities. ||| I can only really comment on the food, which is great. It's nothing life-changing, but as far as gastropubs go, it's pretty good. I always leave full to the brim and still wanting more!"
Linen & Latte,14 Portland Avenue Glengormley BT36 5EY,04428 9084 1518,Cafes Gift Shops,no_pricerate,no_website,1 review,"Nice place. Parked around the back where there are about 3 spaces.  ||| Strange location. Down a wee side street.  ||| Bright,clean and fresh inside.  ||| There is a take away downstairs and a gift shop. Upstairs there is two rooms to sit in. One is brighter decorated the other is darker like a study.  ||| Staff are helpful,chatty and friendly.  ||| Service was a tad slow.  ||| You can help yourself to water from glass containers.  ||| The food had a lovely taste and came with a wee bowl of crisps. Sandwiches where £6.50. I thought a tad on the expensive side compared to other hipster paces such as this and also the amount of food you got for the price. Though as I said taste was on point."
Cafe Alfresco,Unit 5 Ferbro Buildings 335 Antrim Road County Antrim Newtownabbey BT36 5DZ,028 9083 8588,Pizza British Irish,no_pricerate,no_website,1 review,"Café Alfresco are known for their out of this world pizzas and relatively inexpensive foods. There are two branches of this café in Newtownabbey; one in the Abbey Centre and one in Glengormley. Both branches are frequented by local employees / staff from nearby shop on their lunch breaks who don't want to eat junk food or fast food, instead preferring the healthier option. Because of this it can mean that it gets very busy around noon / lunch time, but if you come later or earlier than this you'll generally find a great service, lovely staff and some scrummy sandwiches. It's a good option for the health conscious. Their dishes range from their gorgeous garlic sauté potatoes, substantial stews, mouth watering pizzas, plentiful pasta tubs (which come in a really good size) tempting toasties (my favourite!) lovely lasagne, I could go on but I'll leave it to you to go try it out. You can choose the greasy option, but if you like they'll make you up a superior salad bowl with stunning sauces or try one of the beautiful baked potatoes. Yum"
Papa's Kitchen,Febro Buildings Antrim Rd Unit 7 Glengormley Newtownabbey BT36 5EB,028 9080 0444,Takeaway & Fast Food,££,no_website,2 reviews,"Papas kitchen is a mediocre pizza parlour situated amongst the hordes of Glengormley take aways. A few years back when the area wasn't as popular Papa's would have been one of the main take aways in the area but due to the increasing growth and development in the area its beginning to be surrounded by various other eateries and restaurants with a significantly higher standard than what Papa's originally set. Without wanting to cause immediate competition I would recommend trying Pizzarella right next door. For great quality food you'd find a much better priced take away offering some amazing mid week deals. Don't let me be the judge, compare them yourself and you'll see what I mean. It's an easy winner. ||| When I was a kid I used to live for Papa's Kitchen's chicken nuggets. Now, in the days of Jamie Oliver, I dread to think what I was eating, but it was the 90s. We didn't know so much back then! ||| Over time, we stopped going to Papa's Kitchen and started going to other takeaways instead, but I revisited this place a few months ago and to be honest I wasn't that impressed. ||| It was ok, don't get me wrong. There was nothing offensive about it. It was just a bit...meh. ||| The chips were forgettable to say the least and it says a lot that I literally cannot remember what else I ordered! ||| With the amount of takeaways available in Glengormley, Papa's Kitchen has kind of faded away a bit over recent years. If I were you, I'd probably go to Pizzarella for all my pizza needs and the Thornton for chips."
Royal Thai,377 Antrim Road Glengormley BT36 5EB,028 9084 8189,Thai Chinese Takeaway & Fast Food,££,no_website,6 reviews,"I brought my two daughters here for dinner last night. They've never been here before. Simon and the staff were very friendly and helpful and seated us near the fish feature-my girls loved it!! ||| We went for a kids chicken fried rice, kids chicken chow mein, Bangkok seafood (me), chips and curry sauce. We had complimentary prawn crackers and curry sauce to start and the girls loved these as they were warm, crispy and tasty. ||| The kids dishes came out and I actually had to question whether they were kids or adults as the portion size was big!! They tucked into their meals and then mine arrived followed by chips and sauce. The food was superb, portion sizes amazing and service excellent. Definitely worth a trip to Glengormley for good, authentic, Chinese and Thai cuisine and all for £30!!! ||| I visited here on a trip that I made a few months ago and absolutely loved the food. The owners are incredibly warm and it's clear they put a lot of love into their restaurant. The food is delicious and well prepared. The environment is clean and wonderful. ||| The Royal Thai - bit of a misnomer this, as there doesn't seem to be anything regal about this place. ||| Like a lot of buildings in Glengormley, it seems to be compulsory to let the exterior fall into a mess of disrepair.  It's not very attractive to say the least. ||| Quite charming inside though - nicely lit, and the staff all look the part.  I had an awesome bowl of tom yum gai last time I was there...  Surely one of the world's greatest dishes.  I tend to turn into Captain Tomato Head any time I eat anything with chilli in it, and our waitress quite charmingly kept asking me if I was OK.  I then had scallops for my main course, which were as scallops should be...  lightly cooked and tender.   My wife certainly had no complaints with her courses either. ||| You know, I would recommend this place.  They have very reasonable lunch deals on, and the food and service are faultless.  Please just ignore the minging exterior. ||| After unsuccessfully hoking around in the fridge for some appetising tea a few nights ago, we decided we'd have to 'settle' for a Chinese (heaven forbid!) Now usually I order religiously from the Good Fortune (see review) but I decided to try somewhere different for a change. Friends had been to the sit in part of this restaurant last week and said they enjoyed their meal, so we thought we'd try it on their recommendation. Well, I won't be making that mistake again. I can't vouch for the restaurant, maybe they take more time and effort over preparing their dishes, but I was really let down by what I was served from the take away. We ordered; chicken with satay sauce (and a half & half) and the special chow mein. I'll give them their dues the chicken satay was quite nice (nothing special) but that's about where it ends. The chips weren't even worthy of being called chips, neither was the rice. My special chow mein, well, the noodles tasted like half cooked super noodles, the chicken part of the dish, ew, I don't even want to think about it; it was like a straggly, rubbery, gooey excuse for meat. Nasty. We ended up leaving most of our meals it was that bad. I'll know for again to stick to what I know!  ||| **Maybe I got an off night, which possibly could be the case given the previous reivews ** ||| I've eaten here many times, and I always enjoy the food. It doesn't look like much from the outside, it looks a little sad actually, but inside they actually have made quite an effort with the interior decor, with snazzy lighting, sparkly glass beaded curtains and a modern looking indoor fishpond...although the waterfall in it does make you feel the need to pee sometimes. ||| I've had the honey chilli chicken here, the crispy chilli squid, and the duck pancakes...all lovely. The service is good too - a little hilarious though sometimes - the last time we went the waitress insisted on taking our orders without writing them down, which seemed madness to us as there was 25 of us! But she got them all perfect and the food arrived quickly. The honey chilli chicken that time was VERY hot - probably a bit much for some palates, but I loved it. Reasonable prices too. They also have a private room for hire with Karaoke. Never tried it, but it could be interesting... ||| A little bit of an institution in Glengormley The Royal Thai is both a great restaurant and a great take away. They do all the classics including a spectacular Thai Green Curry, and the speed of some of the cooking is unbelievable. However saying that, all the curries are made with a supreme amount of care and attention. ||| I often like to try this place as a little bit of a change from a chip shop or even Chinese. It adds a little bit of diversity in Glengormley which is already well over stocked with takeaways, so its success proves that not only is it a special little place, but the food is of a high standard also"
Subway,376 Antrim Rd Glengormley BT36 5EB,no_phone,Sandwiches,no_pricerate,no_website,no_reviews,No Reviews
Mama Masala,377 Antrim Rd Glengormley BT36 5EB,028 9083 2299,Indian Italian Pakistani,no_pricerate,no_website,1 review,"Last night we finally dined at the newly opened Mama Masala Glengormley . My 5 year old daughter, wife and I dined and we were missing my 9 year old, who was at a friends party but gave us strict instructions to bring her back a pepperoni pizza!! ||| I've dined in the original Mama Masala Londonderry (owned by the same owners)  and really enjoyed it so was looking forward to tasting the food! I've been following the journey of this new restaurant avidly (Metamorphosis ) and have written about the Story. ||| Whilst we looked at the extensive Indian and Italian menu we nibbled on fresh, crisp poppadoms served with three sweet dips/chutneys. The menu was a very well thought out and well designed one and there were plenty of dishes to choose from!! ||| We chose Vegetable samosa and garlic prawns to start and my little one wanted her chicken nuggets and chips!! My wife also had a mojito which she said was delicious. The presentation of both the prawns and samosas was very elegant and appetising. The 2 large king prawns were served butterflied, with tails on and in a rich, garlic sauce and were amazing. The three filo samosas looked a bit oily and when we cut into them discovered they had meat in them. We flagged this up and the staff were very apologetic and the proprietor Gagan personally served us fluffy perfect Punjabi vegetable samosas. These were exactly like one gets in Punjab itself and delicious suffice to say!! The portion size and taste of the nuggets and chips was excellent. ||| For main course my wife opted for the chicken penne and I the rara gosht with Mama Masala Nan. When these were served it was quite literally a ""wow"" moment. The pasta was served in a large dish, the lamb in a deep oval dish and there was plenty in each. What really struck us was the authenticity, the very generous quality meat content (chicken breast, lots of tender chunks of lamb interspersed with minced lamb or keema) and the flavours!!! The pasta was in a creamy, yet not too heavy sauce with a nice touch of sun dried tomatoes and basil. The rara gosht is certainly one of the best Indian dishes I've ever had, even my wife loved it and she's not a big lamb eater. The nan was soft, full of flavour (Chillies and coriander) and was ideal with the lamb and pasta!! The dish was full of flavour and spice and not oily or sweet or artificially coloured. This was the real McCoy!!  ||| Our waiter remembered that we had ordered a pepperoni pizza to take and he duly presented it to us as we were leaving. ||| The venue was superb, the staff were tremendous and the food was exceptional. I can now say that this will be a firm favourite of ours and is highly commended!!"
